common_name	pathway	main_function	main_function_two	pval	padj	log2err	ES	NES	size	leadingEdge	DoseComparison	Cluster
Regulation of innate immune responses to cytosolic DNA	REACTOME_REGULATION_OF_INNATE_IMMUNE_RESPONSES_TO_CYTOSOLIC_DNA	Innate Immune System	None	0.578846153846154	0.721575342465753	0.0696133438850965	-0.726256983240223	-0.956559956900218	1	IRF3	6Gy_vs_0Gy	0
Regulation of MITF-M-dependent genes involved in apoptosis	REACTOME_REGULATION_OF_MITF_M_DEPENDENT_GENES_INVOLVED_IN_APOPTOSIS	Other	None	0.976923076923077	0.987777777777778	0.0449543067640062	-0.513966480446927	-0.67695012334477	1	MITF	6Gy_vs_0Gy	0
Regulation of MITF-M-dependent genes involved in cell cycle and proliferation	REACTOME_REGULATION_OF_MITF_M_DEPENDENT_GENES_INVOLVED_IN_CELL_CYCLE_AND_PROLIFERATION	Other	None	0.605873261205564	0.735126223596085	0.0568864160475701	0.574891621693356	0.913807835296223	2	LEF1	6Gy_vs_0Gy	0
Regulation of MITF-M-dependent genes involved in lysosome biogenesis and autophagy	REACTOME_REGULATION_OF_MITF_M_DEPENDENT_GENES_INVOLVED_IN_LYSOSOME_BIOGENESIS_AND_AUTOPHAGY	Other	None	0.976923076923077	0.987777777777778	0.0449543067640062	-0.513966480446927	-0.67695012334477	1	MITF	6Gy_vs_0Gy	0
Regulation of MITF-M-dependent genes involved in pigmentation	REACTOME_REGULATION_OF_MITF_M_DEPENDENT_GENES_INVOLVED_IN_PIGMENTATION	Other	None	0.490421455938697	0.721575342465753	0.0578529757032509	0.494318181818182	0.977414734458792	4	LEF1, USF1, IRF4, MITF	6Gy_vs_0Gy	0
Regulation of NFE2L2 gene expression	REACTOME_REGULATION_OF_NFE2L2_GENE_EXPRESSION	Cellular Response to Stress	None	0.192307692307692	0.721575342465753	0.137250779610133	-0.916201117318436	-1.2067371763972	1	NFE2L2	6Gy_vs_0Gy	0
Regulation of RAS by GAPs	REACTOME_REGULATION_OF_RAS_BY_GAPS	Signal Transduction	None	0.423076923076923	0.721575342465753	0.0860347242455604	-0.815642458100559	-1.07429041313409	1	NF1	6Gy_vs_0Gy	0
Regulation of RUNX1 Expression and Activity	REACTOME_REGULATION_OF_RUNX1_EXPRESSION_AND_ACTIVITY	Gene Expression(Transcription)	None	0.332692307692308	0.721575342465753	0.0999276973731092	-0.860335195530726	-1.13315564125103	1	RUNX1	6Gy_vs_0Gy	0
Regulation of RUNX2 expression and activity	REACTOME_REGULATION_OF_RUNX2_EXPRESSION_AND_ACTIVITY	Gene Expression(Transcription)	None	0.473076923076923	0.721575342465753	0.0799858801499946	-0.787709497206704	-1.03749964556101	1	RUNX2	6Gy_vs_0Gy	0
Regulation of TP53 Activity	REACTOME_REGULATION_OF_TP53_ACTIVITY	Gene Expression(Transcription)	None	0.565384615384615	0.721575342465753	0.0707899094502623	-0.731843575418994	-0.963918110414835	1	PRDM1	6Gy_vs_0Gy	0
Regulation of TP53 Expression and Degradation	REACTOME_REGULATION_OF_TP53_EXPRESSION_AND_DEGRADATION	Gene Expression(Transcription)	None	0.565384615384615	0.721575342465753	0.0707899094502623	-0.731843575418994	-0.963918110414835	1	PRDM1	6Gy_vs_0Gy	0
Repression of WNT target genes	REACTOME_REPRESSION_OF_WNT_TARGET_GENES	Signal Transduction	None	0.16804979253112	0.721575342465753	0.154190966581424	0.921787709497207	1.21931172223076	1	LEF1	6Gy_vs_0Gy	0
Reproduction	REACTOME_REPRODUCTION	Other	None	0.565384615384615	0.721575342465753	0.0707899094502623	-0.731843575418994	-0.963918110414835	1	PRDM1	6Gy_vs_0Gy	0
Respiratory Syncytial Virus Infection Pathway	REACTOME_RESPIRATORY_SYNCYTIAL_VIRUS_INFECTION_PATHWAY	Other	None	0.578846153846154	0.721575342465753	0.0696133438850965	-0.726256983240223	-0.956559956900218	1	IRF3	6Gy_vs_0Gy	0
RNA Polymerase II Transcription	REACTOME_RNA_POLYMERASE_II_TRANSCRIPTION	Gene Expression(Transcription)	None	0.766806722689076	0.806698401904114	0.0277995594097672	0.302041087693637	0.787801463862684	11	LEF1, PGR, MYB	6Gy_vs_0Gy	0
RSV-host interactions	REACTOME_RSV_HOST_INTERACTIONS	Other	None	0.578846153846154	0.721575342465753	0.0696133438850965	-0.726256983240223	-0.956559956900218	1	IRF3	6Gy_vs_0Gy	0
RUNX1 and FOXP3 control the development of regulatory T lymphocytes (Tregs)	REACTOME_RUNX1_AND_FOXP3_CONTROL_THE_DEVELOPMENT_OF_REGULATORY_T_LYMPHOCYTES_TREGS	Gene Expression(Transcription)	None	0.364145658263305	0.721575342465753	0.118287526124085	-0.662921348314607	-1.08441323764779	2	RUNX1, NFATC2	6Gy_vs_0Gy	0
RUNX1 interacts with co-factors whose precise effect on RUNX1 targets is not known	REACTOME_RUNX1_INTERACTS_WITH_CO_FACTORS_WHOSE_PRECISE_EFFECT_ON_RUNX1_TARGETS_IS_NOT_KNOWN	Gene Expression(Transcription)	None	0.332692307692308	0.721575342465753	0.0999276973731092	-0.860335195530726	-1.13315564125103	1	RUNX1	6Gy_vs_0Gy	0
RUNX1 regulates estrogen receptor mediated transcription	REACTOME_RUNX1_REGULATES_ESTROGEN_RECEPTOR_MEDIATED_TRANSCRIPTION	Gene Expression(Transcription)	None	0.332692307692308	0.721575342465753	0.0999276973731092	-0.860335195530726	-1.13315564125103	1	RUNX1	6Gy_vs_0Gy	0
RUNX1 regulates expression of components of tight junctions	REACTOME_RUNX1_REGULATES_EXPRESSION_OF_COMPONENTS_OF_TIGHT_JUNCTIONS	Gene Expression(Transcription)	None	0.332692307692308	0.721575342465753	0.0999276973731092	-0.860335195530726	-1.13315564125103	1	RUNX1	6Gy_vs_0Gy	0
RUNX1 regulates genes involved in megakaryocyte differentiation and platelet function	REACTOME_RUNX1_REGULATES_GENES_INVOLVED_IN_MEGAKARYOCYTE_DIFFERENTIATION_AND_PLATELET_FUNCTION	Gene Expression(Transcription)	None	0.332692307692308	0.721575342465753	0.0999276973731092	-0.860335195530726	-1.13315564125103	1	RUNX1	6Gy_vs_0Gy	0
RUNX1 regulates transcription of genes involved in BCR signaling	REACTOME_RUNX1_REGULATES_TRANSCRIPTION_OF_GENES_INVOLVED_IN_BCR_SIGNALING	Gene Expression(Transcription)	None	0.332692307692308	0.721575342465753	0.0999276973731092	-0.860335195530726	-1.13315564125103	1	RUNX1	6Gy_vs_0Gy	0
RUNX1 regulates transcription of genes involved in differentiation of HSCs	REACTOME_RUNX1_REGULATES_TRANSCRIPTION_OF_GENES_INVOLVED_IN_DIFFERENTIATION_OF_HSCS	Gene Expression(Transcription)	None	0.562596599690881	0.721575342465753	0.0603786357920401	0.592315161603551	0.941503085475092	2	MYB	6Gy_vs_0Gy	0
RUNX1 regulates transcription of genes involved in differentiation of keratinocytes	REACTOME_RUNX1_REGULATES_TRANSCRIPTION_OF_GENES_INVOLVED_IN_DIFFERENTIATION_OF_KERATINOCYTES	Gene Expression(Transcription)	None	0.332692307692308	0.721575342465753	0.0999276973731092	-0.860335195530726	-1.13315564125103	1	RUNX1	6Gy_vs_0Gy	0
RUNX1 regulates transcription of genes involved in differentiation of myeloid cells	REACTOME_RUNX1_REGULATES_TRANSCRIPTION_OF_GENES_INVOLVED_IN_DIFFERENTIATION_OF_MYELOID_CELLS	Gene Expression(Transcription)	None	0.15406162464986	0.721575342465753	0.190023305279108	-0.792134831460674	-1.29578191956219	2	RUNX1, RUNX2	6Gy_vs_0Gy	0
RUNX1 regulates transcription of genes involved in interleukin signaling	REACTOME_RUNX1_REGULATES_TRANSCRIPTION_OF_GENES_INVOLVED_IN_INTERLEUKIN_SIGNALING	Gene Expression(Transcription)	None	0.332692307692308	0.721575342465753	0.0999276973731092	-0.860335195530726	-1.13315564125103	1	RUNX1	6Gy_vs_0Gy	0
RUNX1 regulates transcription of genes involved in WNT signaling	REACTOME_RUNX1_REGULATES_TRANSCRIPTION_OF_GENES_INVOLVED_IN_WNT_SIGNALING	Gene Expression(Transcription)	None	0.332692307692308	0.721575342465753	0.0999276973731092	-0.860335195530726	-1.13315564125103	1	RUNX1	6Gy_vs_0Gy	0
RUNX2 regulates bone development	REACTOME_RUNX2_REGULATES_BONE_DEVELOPMENT	Gene Expression(Transcription)	None	0.473076923076923	0.721575342465753	0.0799858801499946	-0.787709497206704	-1.03749964556101	1	RUNX2	6Gy_vs_0Gy	0
RUNX2 regulates chondrocyte maturation	REACTOME_RUNX2_REGULATES_CHONDROCYTE_MATURATION	Gene Expression(Transcription)	None	0.473076923076923	0.721575342465753	0.0799858801499946	-0.787709497206704	-1.03749964556101	1	RUNX2	6Gy_vs_0Gy	0
RUNX2 regulates genes involved in cell migration	REACTOME_RUNX2_REGULATES_GENES_INVOLVED_IN_CELL_MIGRATION	Gene Expression(Transcription)	None	0.473076923076923	0.721575342465753	0.0799858801499946	-0.787709497206704	-1.03749964556101	1	RUNX2	6Gy_vs_0Gy	0
RUNX2 regulates osteoblast differentiation	REACTOME_RUNX2_REGULATES_OSTEOBLAST_DIFFERENTIATION	Gene Expression(Transcription)	None	0.473076923076923	0.721575342465753	0.0799858801499946	-0.787709497206704	-1.03749964556101	1	RUNX2	6Gy_vs_0Gy	0
RUNX3 regulates p14-ARF	REACTOME_RUNX3_REGULATES_P14_ARF	Gene Expression(Transcription)	None	0.332692307692308	0.721575342465753	0.0999276973731092	-0.860335195530726	-1.13315564125103	1	RUNX1	6Gy_vs_0Gy	0
RUNX3 regulates WNT signaling	REACTOME_RUNX3_REGULATES_WNT_SIGNALING	Gene Expression(Transcription)	None	0.16804979253112	0.721575342465753	0.154190966581424	0.921787709497207	1.21931172223076	1	LEF1	6Gy_vs_0Gy	0
RUNX3 regulates YAP1-mediated transcription	REACTOME_RUNX3_REGULATES_YAP1_MEDIATED_TRANSCRIPTION	Gene Expression(Transcription)	None	0.032799418364172	0.721575342465753	0.321775918075361	-0.727272727272727	-1.63038270522933	4	TEAD4, TEAD2, TEAD1, TEAD3	6Gy_vs_0Gy	0
SARS-CoV-1 activates/modulates innate immune responses	REACTOME_SARS_COV_1_ACTIVATES_MODULATES_INNATE_IMMUNE_RESPONSES	Other	None	0.235294117647059	0.721575342465753	0.151148761385484	-0.730337078651685	-1.19469254995095	2	RUNX1, IRF3	6Gy_vs_0Gy	0
SARS-CoV-1-host interactions	REACTOME_SARS_COV_1_HOST_INTERACTIONS	Other	None	0.235294117647059	0.721575342465753	0.151148761385484	-0.730337078651685	-1.19469254995095	2	RUNX1, IRF3	6Gy_vs_0Gy	0
SARS-CoV-1 Infection	REACTOME_SARS_COV_1_INFECTION	Other	None	0.235294117647059	0.721575342465753	0.151148761385484	-0.730337078651685	-1.19469254995095	2	RUNX1, IRF3	6Gy_vs_0Gy	0
SARS-CoV-2 activates/modulates innate and adaptive immune responses	REACTOME_SARS_COV_2_ACTIVATES_MODULATES_INNATE_AND_ADAPTIVE_IMMUNE_RESPONSES	Other	None	0.578846153846154	0.721575342465753	0.0696133438850965	-0.726256983240223	-0.956559956900218	1	IRF3	6Gy_vs_0Gy	0
SARS-CoV-2-host interactions	REACTOME_SARS_COV_2_HOST_INTERACTIONS	Other	None	0.578846153846154	0.721575342465753	0.0696133438850965	-0.726256983240223	-0.956559956900218	1	IRF3	6Gy_vs_0Gy	0
SARS-CoV-2 Infection	REACTOME_SARS_COV_2_INFECTION	Other	None	0.578846153846154	0.721575342465753	0.0696133438850965	-0.726256983240223	-0.956559956900218	1	IRF3	6Gy_vs_0Gy	0
SARS-CoV Infections	REACTOME_SARS_COV_INFECTIONS	Other	None	0.0813158262125269	0.721575342465753	0.287805130535564	-0.734463276836158	-1.42961467416985	3	NFE2L2, RUNX1, IRF3	6Gy_vs_0Gy	0
Sensory Perception	REACTOME_SENSORY_PERCEPTION	Other	None	0.642307692307692	0.766158536585366	0.0645031249656493	-0.687150837988827	-0.905052882297898	1	EBF1	6Gy_vs_0Gy	0
Signaling by ALK	REACTOME_SIGNALING_BY_ALK	Signal Transduction	None	0.565384615384615	0.721575342465753	0.0707899094502623	-0.731843575418994	-0.963918110414835	1	PRDM1	6Gy_vs_0Gy	0
Signaling by ALK in cancer	REACTOME_SIGNALING_BY_ALK_IN_CANCER	Other	None	0.925311203319502	0.946104713506457	0.0509082865515105	0.547486033519553	0.724197265324934	1	IRF4	6Gy_vs_0Gy	0
Signaling by ERBB4	REACTOME_SIGNALING_BY_ERBB4	Signal Transduction	None	0.475103734439834	0.721575342465753	0.0838361057159929	0.770949720670391	1.01978798586572	1	PGR	6Gy_vs_0Gy	0
Signaling by Interleukins	REACTOME_SIGNALING_BY_INTERLEUKINS	Cytokine Signalling Immune System	None	0.326947637292465	0.721575342465753	0.0778840111977068	0.558014354066986	1.10336109770121	4	STAT6, STAT4	6Gy_vs_0Gy	0
Signaling by NOTCH	REACTOME_SIGNALING_BY_NOTCH	Signal Transduction	None	0.332692307692308	0.721575342465753	0.0999276973731092	-0.860335195530726	-1.13315564125103	1	RUNX1	6Gy_vs_0Gy	0
Signaling by Nuclear Receptors	REACTOME_SIGNALING_BY_NUCLEAR_RECEPTORS	Signal Transduction	None	0.118773946360153	0.721575342465753	0.142901149386948	0.67276936026936	1.33026603067891	4	PGR, MYB, USF1	6Gy_vs_0Gy	0
Signaling by PDGF	REACTOME_SIGNALING_BY_PDGF	Signal Transduction	None	0.134854771784232	0.721575342465753	0.173747838999571	0.93854748603352	1.24148102627131	1	STAT6	6Gy_vs_0Gy	0
Signaling by Receptor Tyrosine Kinases	REACTOME_SIGNALING_BY_RECEPTOR_TYROSINE_KINASES	Signal Transduction	None	0.284563758389262	0.721575342465753	0.0880945010398517	0.636756397474244	1.14777397150914	3	STAT6, PGR	6Gy_vs_0Gy	0
Signaling by TGFBR3	REACTOME_SIGNALING_BY_TGFBR3	Signal Transduction	None	0.757261410788382	0.806698401904114	0.0602484086158019	0.636871508379888	0.842433553541249	1	TCF4	6Gy_vs_0Gy	0
Signaling by TGFB family members	REACTOME_SIGNALING_BY_TGFB_FAMILY_MEMBERS	Signal Transduction	None	0.757261410788382	0.806698401904114	0.0602484086158019	0.636871508379888	0.842433553541249	1	TCF4	6Gy_vs_0Gy	0
Signaling by the B Cell Receptor (BCR)	REACTOME_SIGNALING_BY_THE_B_CELL_RECEPTOR_BCR	Adaptive Immune System	None	0.690384615384615	0.766158536585366	0.0610363728309177	-0.659217877094972	-0.868262114724813	1	NFATC2	6Gy_vs_0Gy	0
Signaling by WNT	REACTOME_SIGNALING_BY_WNT	Signal Transduction	None	0.449768160741886	0.721575342465753	0.0713052987340038	0.640449438202247	1.01801399195281	2	LEF1, TCF4	6Gy_vs_0Gy	0
SLC-mediated transmembrane transport	REACTOME_SLC_MEDIATED_TRANSMEMBRANE_TRANSPORT	Other	None	0.332692307692308	0.721575342465753	0.0999276973731092	-0.860335195530726	-1.13315564125103	1	RUNX1	6Gy_vs_0Gy	0
Somitogenesis	REACTOME_SOMITOGENESIS	Differentiation	None	0.16804979253112	0.721575342465753	0.154190966581424	0.921787709497207	1.21931172223076	1	LEF1	6Gy_vs_0Gy	0
Specification of primordial germ cells	REACTOME_SPECIFICATION_OF_PRIMORDIAL_GERM_CELLS	Other	None	0.565384615384615	0.721575342465753	0.0707899094502623	-0.731843575418994	-0.963918110414835	1	PRDM1	6Gy_vs_0Gy	0
Specification of the neural plate border	REACTOME_SPECIFICATION_OF_THE_NEURAL_PLATE_BORDER	Differentiation	None	0.508298755186722	0.721575342465753	0.0802023444698144	0.754189944134078	0.997618681825164	1	MYB	6Gy_vs_0Gy	0
STAT3 nuclear events downstream of ALK signaling	REACTOME_STAT3_NUCLEAR_EVENTS_DOWNSTREAM_OF_ALK_SIGNALING	Signal Transduction	None	0.565384615384615	0.721575342465753	0.0707899094502623	-0.731843575418994	-0.963918110414835	1	PRDM1	6Gy_vs_0Gy	0
STING mediated induction of host immune responses	REACTOME_STING_MEDIATED_INDUCTION_OF_HOST_IMMUNE_RESPONSES	Innate Immune System	None	0.293663060278207	0.721575342465753	0.0943563635421779	0.709891744907906	1.12839466471642	2	STAT6	6Gy_vs_0Gy	0
SUMOylation	REACTOME_SUMOYLATION	Metabolism of Proteins	None	0.648322147651007	0.766158536585366	0.0472587336673259	0.491525423728814	0.885990450867438	3	PGR, HIC1, MITF	6Gy_vs_0Gy	0
SUMOylation of intracellular receptors	REACTOME_SUMOYLATION_OF_INTRACELLULAR_RECEPTORS	Metabolism of Proteins	None	0.475103734439834	0.721575342465753	0.0838361057159929	0.770949720670391	1.01978798586572	1	PGR	6Gy_vs_0Gy	0
SUMOylation of transcription factors	REACTOME_SUMOYLATION_OF_TRANSCRIPTION_FACTORS	Metabolism of Proteins	None	0.753501400560224	0.806698401904114	0.0753093764172773	-0.50561797752809	-0.827094842273737	2	MITF, HIC1	6Gy_vs_0Gy	0
TCF dependent signaling in response to WNT	REACTOME_TCF_DEPENDENT_SIGNALING_IN_RESPONSE_TO_WNT	Signal Transduction	None	0.449768160741886	0.721575342465753	0.0713052987340038	0.640449438202247	1.01801399195281	2	LEF1, TCF4	6Gy_vs_0Gy	0
TGFBR3 expression	REACTOME_TGFBR3_EXPRESSION	Signal Transduction	None	0.757261410788382	0.806698401904114	0.0602484086158019	0.636871508379888	0.842433553541249	1	TCF4	6Gy_vs_0Gy	0
TICAM1-dependent activation of IRF3/IRF7	REACTOME_TICAM1_DEPENDENT_ACTIVATION_OF_IRF3_IRF7	Innate Immune System	None	0.578846153846154	0.721575342465753	0.0696133438850965	-0.726256983240223	-0.956559956900218	1	IRF3	6Gy_vs_0Gy	0
Toll-like Receptor Cascades	REACTOME_TOLL_LIKE_RECEPTOR_CASCADES	Innate Immune System	None	0.578846153846154	0.721575342465753	0.0696133438850965	-0.726256983240223	-0.956559956900218	1	IRF3	6Gy_vs_0Gy	0
TRAF3-dependent IRF activation pathway	REACTOME_TRAF3_DEPENDENT_IRF_ACTIVATION_PATHWAY	Innate Immune System	None	0.578846153846154	0.721575342465753	0.0696133438850965	-0.726256983240223	-0.956559956900218	1	IRF3	6Gy_vs_0Gy	0
TRAF6 mediated IRF7 activation	REACTOME_TRAF6_MEDIATED_IRF7_ACTIVATION	Innate Immune System	None	0.578846153846154	0.721575342465753	0.0696133438850965	-0.726256983240223	-0.956559956900218	1	IRF3	6Gy_vs_0Gy	0
Transcriptional and post-translational regulation of MITF-M expression and activity	REACTOME_TRANSCRIPTIONAL_AND_POST_TRANSLATIONAL_REGULATION_OF_MITF_M_EXPRESSION_AND_ACTIVITY	Other	None	0.605873261205564	0.735126223596085	0.0568864160475701	0.574891621693356	0.913807835296223	2	LEF1	6Gy_vs_0Gy	0
Transcriptional regulation by RUNX1	REACTOME_TRANSCRIPTIONAL_REGULATION_BY_RUNX1	Gene Expression(Transcription)	None	0.98978288633461	0.993890020366599	0.0246382257063476	0.267110266159696	0.528156801575478	4	MYB	6Gy_vs_0Gy	0
Transcriptional regulation by RUNX2	REACTOME_TRANSCRIPTIONAL_REGULATION_BY_RUNX2	Gene Expression(Transcription)	None	0.15406162464986	0.721575342465753	0.190023305279108	-0.792134831460674	-1.29578191956219	2	RUNX1, RUNX2	6Gy_vs_0Gy	0
Transcriptional regulation by RUNX3	REACTOME_TRANSCRIPTIONAL_REGULATION_BY_RUNX3	Gene Expression(Transcription)	None	0.76551724137931	0.806698401904114	0.0323604297137014	0.361029591587185	0.804479573029831	6	LEF1	6Gy_vs_0Gy	0
Transcriptional Regulation by TP53	REACTOME_TRANSCRIPTIONAL_REGULATION_BY_TP53	Gene Expression(Transcription)	None	0.565384615384615	0.721575342465753	0.0707899094502623	-0.731843575418994	-0.963918110414835	1	PRDM1	6Gy_vs_0Gy	0
Transcriptional Regulation by VENTX	REACTOME_TRANSCRIPTIONAL_REGULATION_BY_VENTX	Gene Expression(Transcription)	None	0.16804979253112	0.721575342465753	0.154190966581424	0.921787709497207	1.21931172223076	1	LEF1	6Gy_vs_0Gy	0
Transcriptional regulation of brown and beige adipocyte differentiation	REACTOME_TRANSCRIPTIONAL_REGULATION_OF_BROWN_AND_BEIGE_ADIPOCYTE_DIFFERENTIATION	Other	None	0.715384615384615	0.789090909090909	0.0593487680335629	-0.64804469273743	-0.853545807695579	1	EBF2	6Gy_vs_0Gy	0
Transcriptional regulation of granulopoiesis	REACTOME_TRANSCRIPTIONAL_REGULATION_OF_GRANULOPOIESIS	Other	None	0.424010217113665	0.721575342465753	0.0647943366000727	0.520238780207135	1.02866750185279	4	LEF1, MYB	6Gy_vs_0Gy	0
Transcriptional regulation of testis differentiation	REACTOME_TRANSCRIPTIONAL_REGULATION_OF_TESTIS_DIFFERENTIATION	Other	None	0.357692307692308	0.721575342465753	0.0956031492204301	-0.843575418994413	-1.11108118070718	1	WT1	6Gy_vs_0Gy	0
Transcriptional regulation of white adipocyte differentiation	REACTOME_TRANSCRIPTIONAL_REGULATION_OF_WHITE_ADIPOCYTE_DIFFERENTIATION	Other	None	0.425770308123249	0.721575342465753	0.107972360317345	-0.634831460674157	-1.03846352418814	2	EBF1, KLF5	6Gy_vs_0Gy	0
Transport of bile salts and organic acids, metal ions and amine compounds	REACTOME_TRANSPORT_OF_BILE_SALTS_AND_ORGANIC_ACIDS_METAL_IONS_AND_AMINE_COMPOUNDS	Other	None	0.332692307692308	0.721575342465753	0.0999276973731092	-0.860335195530726	-1.13315564125103	1	RUNX1	6Gy_vs_0Gy	0
Transport of small molecules	REACTOME_TRANSPORT_OF_SMALL_MOLECULES	Other	None	0.332692307692308	0.721575342465753	0.0999276973731092	-0.860335195530726	-1.13315564125103	1	RUNX1	6Gy_vs_0Gy	0
Viral Infection Pathways	REACTOME_VIRAL_INFECTION_PATHWAYS	Other	None	0.0813158262125269	0.721575342465753	0.287805130535564	-0.734463276836158	-1.42961467416985	3	NFE2L2, RUNX1, IRF3	6Gy_vs_0Gy	0
YAP1- and WWTR1 (TAZ)-stimulated gene expression	REACTOME_YAP1_AND_WWTR1_TAZ_STIMULATED_GENE_EXPRESSION	Gene Expression(Transcription)	None	0.0113708199315466	0.721575342465753	0.380730400722792	-0.731428571428571	-1.760046160821	5	TEAD4, RUNX2, TEAD2, TEAD1, TEAD3	6Gy_vs_0Gy	0
ZBP1(DAI) mediated induction of type I IFNs	REACTOME_ZBP1_DAI_MEDIATED_INDUCTION_OF_TYPE_I_IFNS	Innate Immune System	None	0.578846153846154	0.721575342465753	0.0696133438850965	-0.726256983240223	-0.956559956900218	1	IRF3	6Gy_vs_0Gy	0
Zygotic genome activation (ZGA)	REACTOME_ZYGOTIC_GENOME_ACTIVATION_ZGA	Other	None	0.444230769230769	0.721575342465753	0.0833634065110386	-0.798882681564246	-1.05221595259024	1	TEAD4	6Gy_vs_0Gy	0
Aberrant regulation of mitotic G1/S transition in cancer due to RB1 defects	REACTOME_ABERRANT_REGULATION_OF_MITOTIC_G1_S_TRANSITION_IN_CANCER_DUE_TO_RB1_DEFECTS	Other	None	0.140077821011673	0.548131868131868	0.16440575583821	0.93452380952381	1.24877511783676	1	E2F3	6Gy_vs_0Gy	1
Activation of anterior HOX genes in hindbrain development during early embryogenesis	REACTOME_ACTIVATION_OF_ANTERIOR_HOX_GENES_IN_HINDBRAIN_DEVELOPMENT_DURING_EARLY_EMBRYOGENESIS	Other	None	0.184426229508197	0.567250372578241	0.115734447701689	0.663403614457831	1.18952759649642	3	HOXA2	6Gy_vs_0Gy	1
Activation of IRF3, IRF7 mediated by TBK1, IKKε (IKBKE)	REACTOME_ACTIVATION_OF_IRF3_IRF7_MEDIATED_BY_TBK1_IKK_IKBKE	Other	None	0.916326530612245	0.953919413919414	0.0506004243853618	-0.547619047619048	-0.729898111493283	1	IRF3	6Gy_vs_0Gy	1
Adaptive Immune System	REACTOME_ADAPTIVE_IMMUNE_SYSTEM	Other	None	0.73265306122449	0.947209868095944	0.0610363728309177	-0.642857142857143	-0.856836913492115	1	NFATC2	6Gy_vs_0Gy	1
Adipogenesis	REACTOME_ADIPOGENESIS	Other	None	0.858218318695107	0.953919413919414	0.0310617758113358	0.375757575757576	0.745750788704502	4	ZNF467, KLF5, EBF1, EBF2	6Gy_vs_0Gy	1
Antiviral mechanism by IFN-stimulated genes	REACTOME_ANTIVIRAL_MECHANISM_BY_IFN_STIMULATED_GENES	Cytokine Signalling Immune System	None	0.435435435435435	0.738364055299539	0.0714786287425507	0.635908100117756	1.02475072590773	2	STAT1	6Gy_vs_0Gy	1
Calcineurin activates NFAT	REACTOME_CALCINEURIN_ACTIVATES_NFAT	Adaptive Immune System	None	0.73265306122449	0.947209868095944	0.0610363728309177	-0.642857142857143	-0.856836913492115	1	NFATC2	6Gy_vs_0Gy	1
Cellular responses to stimuli	REACTOME_CELLULAR_RESPONSES_TO_STIMULI	Other	None	0.426229508196721	0.738364055299539	0.0678338263479455	0.576011362523264	1.03282737188114	3	E2F3	6Gy_vs_0Gy	1
Cellular response to chemical stress	REACTOME_CELLULAR_RESPONSE_TO_CHEMICAL_STRESS	Cellular Response to Stress	None	0.175510204081633	0.548131868131868	0.149207542435322	-0.916666666666667	-1.22178596923876	1	NFE2L2	6Gy_vs_0Gy	1
Cellular Senescence	REACTOME_CELLULAR_SENESCENCE	Cellular Response to Stress	None	0.481981981981982	0.770412144427893	0.066436413766281	0.61811442050963	0.99607663590696	2	E2F3	6Gy_vs_0Gy	1
Cell Cycle	REACTOME_CELL_CYCLE	Other	None	0.140077821011673	0.548131868131868	0.16440575583821	0.93452380952381	1.24877511783676	1	E2F3	6Gy_vs_0Gy	1
Cell Cycle, Mitotic	REACTOME_CELL_CYCLE_MITOTIC	Other	None	0.140077821011673	0.548131868131868	0.16440575583821	0.93452380952381	1.24877511783676	1	E2F3	6Gy_vs_0Gy	1
Circadian clock	REACTOME_CIRCADIAN_CLOCK	Other	None	0.473469387755102	0.768914285714286	0.083129129135339	-0.761904761904762	-1.01551041599065	1	NFIL3	6Gy_vs_0Gy	1
CLEC7A (Dectin-1) induces NFAT activation	REACTOME_CLEC7A_DECTIN_1_INDUCES_NFAT_ACTIVATION	Innate Immune System	None	0.73265306122449	0.947209868095944	0.0610363728309177	-0.642857142857143	-0.856836913492115	1	NFATC2	6Gy_vs_0Gy	1
CLEC7A (Dectin-1) signaling	REACTOME_CLEC7A_DECTIN_1_SIGNALING	Innate Immune System	None	0.73265306122449	0.947209868095944	0.0610363728309177	-0.642857142857143	-0.856836913492115	1	NFATC2	6Gy_vs_0Gy	1
Cyclin D associated events in G1	REACTOME_CYCLIN_D_ASSOCIATED_EVENTS_IN_G1	Other	None	0.140077821011673	0.548131868131868	0.16440575583821	0.93452380952381	1.24877511783676	1	E2F3	6Gy_vs_0Gy	1
Cytokine Signaling in Immune system	REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM	Other	None	0.957494407158837	0.957494407158837	0.0187775930480379	0.25385470204195	0.60734249216008	8	STAT1, STAT6	6Gy_vs_0Gy	1
Cytoprotection by HMOX1	REACTOME_CYTOPROTECTION_BY_HMOX1	Cellular Response to Stress	None	0.175510204081633	0.548131868131868	0.149207542435322	-0.916666666666667	-1.22178596923876	1	NFE2L2	6Gy_vs_0Gy	1
Cytosolic sensors of pathogen-associated DNA 	REACTOME_CYTOSOLIC_SENSORS_OF_PATHOGEN_ASSOCIATED_DNA	Other	None	0.881381381381381	0.953919413919414	0.0383205781976994	0.455089820359281	0.733366383727515	2	STAT6, IRF3	6Gy_vs_0Gy	1
C-type lectin receptors (CLRs)	REACTOME_C_TYPE_LECTIN_RECEPTORS_CLRS	Innate Immune System	None	0.73265306122449	0.947209868095944	0.0610363728309177	-0.642857142857143	-0.856836913492115	1	NFATC2	6Gy_vs_0Gy	1
